artículos_ordenados,cantidad,precio_de_venta,artículo_subtotal,id_de_pedido,service_fee
Patatas bacon cheddar,1,7.7,7.7,BFDDEPFY,0.0
Hamburguesa La Inglesa,1,12.3,12.3,BFDDEPFY,0.0
Hamburguesa Beety Miranda,1,12.7,12.7,BFDDEPFY,0.0
Teque Nutella,1,3.2,3.2,BGWVBFBC,0.0
Rabiosa,1,14.2,14.2,BGWVBFBC,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,B1R1RWLY,0.0
Boniato frito grande,1,6.9,6.9,743923462,0.0
Patatas fritas L,1,4.5,4.5,743923462,0.0
Roooaaarrr,1,12.9,12.9,743923462,0.0
Sweet Home Alicante,3,12.3,36.9,743923462,0.0
Zima Blue,1,11.7,11.7,743923462,0.0
Sweet Home Benidorm,2,12.3,24.6,BC5YG1CE,0.0
New York,1,4.5,4.5,DC26A,0.0
Sweet Home Alicante,1,11.7,11.7,DC26A,0.0
Patatas fritas Grandes,1,3.5,3.5,DC26A,0.0
Oklahoma Umbrella,1,7.5,7.5,DC26A,0.0
Rabiosa,1,14.2,14.2,BZABZRDJ,0.0
Hamburguesa cheesebacon,1,12.5,12.5,BZABZRDJ,0.0
Sweet Home Alicante,1,12.3,12.3,743925302,0.0
Kahuna Burger,1,7.7,7.7,E92A5,0.0
Patatas fritas Pequeñas,1,2.0,2.0,E92A5,0.0
Agua (330 Ml.),1,1.0,1.0,E92A5,0.0
Hamburguesa La Uno,1,14.6,14.6,BBMA6CXF,0.0
Tequeños,1,9.9,9.9,BBMA6CXF,0.0
Charles Wells,1,8.7,8.7,660D0,0.0
Boniato frito pequeño,1,3.5,3.5,660D0,0.0
Patatas (Grande),1,3.5,3.5,B4A13PRV,0.0
Arepa Quesuda,1,5.5,5.5,B4A13PRV,0.0
Kahuna Burger,2,8.1,16.2,C6C60,0.0
Patatas fritas Pequeñas,1,2.5,2.5,C6C60,0.0
Salsa Spicy,1,1.5,1.5,C6C60,0.0
Salsa Sweet-Umbrella,1,1.5,1.5,C6C60,0.0
Coca-Cola Sabor Original lata 330ml.,2,1.9,3.8,C6C60,0.0
Patatas fritas Grandes,1,4.5,4.5,C6C60,0.0
Kahuna Burger,1,8.1,8.1,B2HKBNWG,0.0
Sweet Home Benidorm,1,12.3,12.3,B2HKBNWG,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,B2HKBNWG,0.0
Patatas fritas Grandes,1,3.5,3.5,05D20,0.0
Zima Blue,1,11.0,11.0,05D20,0.0
Slim Combo (Para 1),1,11.9,11.9,BQAC5SJF,0.0
RABIOSA,1,14.2,14.2,A66YAHCS,0.0
Charles Wells,1,8.7,8.7,MLWMNN2C,0.0
El Honesto Mike,1,12.7,12.7,MLWMNN2C,0.0
Patatas fritas Grandes,1,4.5,4.5,MLWMNN2C,0.0
Salsa X,1,1.5,1.5,MLWMNN2C,0.0
Ned Kelly,2,11.4,22.8,MAGURJZT,0.0
Oklahoma Umbrella,1,7.5,7.5,134846577,0.0
Patatas fritas Pequeñas,1,2.5,2.5,134846577,0.0
Ned Kelly,1,11.4,11.4,76CE6,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,76CE6,0.0
Patatas fritas Pequeñas,1,2.5,2.5,76CE6,0.0
Boniato frito pequeño,1,3.5,3.5,80D8C,0.0
Ned Kelly,1,11.4,11.4,80D8C,0.0
Sweet Home Madrid,2,12.7,25.4,MAL1VJW7,0.0
Ned Kelly,2,11.4,22.8,MXYNPWRH,0.0
Patatas fritas Pequeñas,1,2.5,2.5,MXYNPWRH,0.0
Patatas fritas Pequeñas,1,2.5,2.5,MXUMNM11,0.0
Sweet Home Madrid,1,12.7,12.7,MXUMNM11,0.0
Kahuna Burger,1,8.5,8.5,7C7DA,0.0
Patatas fritas Pequeñas,1,2.5,2.5,7C7DA,0.0
Patatas fritas S,1,2.5,2.5,744027483,0.0
El Pelirojo Jimmy,1,10.7,10.7,744027483,0.0
Oklahoma Umbrella,1,7.5,7.5,744027483,0.0
Alitas,1,7.2,7.2,744027483,0.0
Patatas Fritas,2,2.9,5.8,M1A6U8V8,0.0
Burger Cheesebacon,1,11.9,11.9,M1A6U8V8,0.0
Combo Duo (Para 2),1,26.8,26.8,267CB,0.0
Kahuna Burger,2,8.5,17.0,37430,0.0
Charles Wells,2,8.7,17.4,37430,0.0
Ned Kelly,1,11.4,11.4,37430,0.0
El Pelirojo Jimmy,2,9.7,19.4,52247,0.0
Zima Blue,1,11.0,11.0,52247,0.0
Tequeños,1,9.9,9.9,BRELYHFR,0.0
Combo Duo (Para 2),1,26.8,26.8,BRELYHFR,0.0
El Pelirojo Jimmy,1,11.2,11.2,1BCEF,0.0
Patatas fritas Grandes,1,4.5,4.5,1BCEF,0.0
Chicken Tenders,1,7.6,7.6,CFBB2,0.0
Tequeños,1,6.4,6.4,CFBB2,0.0
Sweet Home Benidorm,1,12.3,12.3,CFBB2,0.0
Slim Combo (Para 1),1,11.9,11.9,77753,0.0
Kahuna Burger,1,7.7,7.7,13D8C,0.0
Tequeños,1,5.9,5.9,13D8C,0.0
Sweet Home Alicante,1,11.7,11.7,13D8C,0.0
Patatas fritas Pequeñas,1,2.0,2.0,13D8C,0.0
Patatas fritas Pequeñas,1,2.5,2.5,CFC0F,0.0
Sweet Home Alicante,1,12.3,12.3,CFC0F,0.0
Patatas fritas Pequeñas,2,2.5,5.0,CB2D5,0.0
Oklahoma Umbrella,2,7.5,15.0,CB2D5,0.0
El Pelirojo Jimmy,1,10.7,10.7,CB2D5,0.0
Boniato frito grande,1,6.9,6.9,B02AD,0.0
Sweet Home Alicante,1,12.3,12.3,B02AD,0.0
Charles Wells,1,8.3,8.3,B02AD,0.0
Zima Blue,1,11.7,11.7,B02AD,0.0
Slim Combo (Para 1),1,11.9,11.9,134855193,0.0
Chicken Tenders,1,7.6,7.6,BLTM4RVU,0.0
Salsa X,1,1.5,1.5,BLTM4RVU,0.0
Sweet Home Benidorm,2,12.3,24.6,BLTM4RVU,0.0
Patatas fritas Grandes,1,4.5,4.5,BLTM4RVU,0.0
Patatas fritas Grandes,1,4.5,4.5,AF812,0.0
Sweet Home Madrid,1,12.7,12.7,AF812,0.0
El Honesto Mike,1,12.7,12.7,AF812,0.0
Sweet Home Alicante,1,12.3,12.3,744054131,0.0
Zima Blue,1,11.7,11.7,744054131,0.0
El honesto Mike,2,12.3,24.6,744054131,0.0
Alitas,1,7.2,7.2,5247E,0.0
Coca-Cola Sabor Original lata 330ml.,2,1.9,3.8,5247E,0.0
El Pelirojo Jimmy,1,9.7,9.7,5247E,0.0
Sweet Home Alicante,1,11.7,11.7,5247E,0.0
Burger La Uno Basic,2,12.6,25.2,A2ZYBVLB,0.0
Patatas Fritas,2,2.5,5.0,A2ZYBVLB,0.0
Hamburguesa La Dos,1,15.7,15.7,386CB,0.0
Hamburguesa La Uno,1,14.6,14.6,386CB,0.0
Charles Wells,1,8.7,8.7,134857325,0.0
Kahuna Burger,2,8.5,17.0,134857325,0.0
Sweet Home Madrid,1,12.7,12.7,134857325,0.0
Patatas fritas Grandes,2,4.5,9.0,134857325,0.0
Patatas fritas Pequeñas,1,2.5,2.5,134857325,0.0
El Honesto Mike,2,12.7,25.4,134857325,0.0
Boniato frito pequeño,1,3.5,3.5,134857325,0.0
Monchi Meal (Para 2),1,23.8,23.8,CF319,0.0
Perla Negra,1,14.3,14.3,A9BESC9B,0.0
RABIOSA,1,14.2,14.2,A9BESC9B,0.0
El Honesto Mike,1,12.3,12.3,F44A2,0.0
Patatas fritas Grandes,2,4.5,9.0,F44A2,0.0
Zima Blue,1,11.7,11.7,F44A2,0.0
Burger La Uno Basic,1,12.6,12.6,AZXJCUCL,0.0
Patatas Fritas,2,2.5,5.0,AZXJCUCL,0.0
Patatas fritas Pequeñas,2,2.5,5.0,MLSXMDDS,0.0
Zima Blue,2,12.2,24.4,MLSXMDDS,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,744061574,0.0
Patatas fritas S,1,2.5,2.5,744063390,0.0
Sweet Home Alicante,1,12.3,12.3,744063390,0.0
Hamburguesa La Caprichosa,1,12.9,12.9,BCN4134K,0.0
Hamburguesa Perla Negra,1,14.3,14.3,BCN4134K,0.0
Tequeños,1,9.9,9.9,BCN4134K,0.0
El Pelirojo Jimmy,1,10.7,10.7,A092E,0.0
Boniato frito pequeño,1,3.5,3.5,A092E,0.0
Chicken Tenders,1,7.6,7.6,A092E,0.0
Charles Wells,1,8.3,8.3,A092E,0.0
Tequeños,1,6.4,6.4,800EE,0.0
Monchi Meal (Para 2),1,23.8,23.8,800EE,0.0
Patatas fritas S,1,2.5,2.5,744066535,0.0
El honesto Mike,1,12.3,12.3,744066535,0.0
Agua,2,1.0,2.0,744066535,0.0
Alitas,1,7.2,7.2,9B173,0.0
Sweet Home Madrid,2,12.7,25.4,9B173,0.0
Patatas fritas Pequeñas,1,2.5,2.5,9B173,0.0
Charles Wells,3,8.3,8.3,744066565,0.0
Patatas fritas L,1,4.5,4.5,744066565,0.0
Salsa MayoTrufa,1,1.5,1.5,744066565,0.0
Combo Para Ti,1,15.3,15.3,BF355,0.0
El Pelirojo Jimmy,1,10.7,10.7,989E1,0.0
Chicken Tenders,1,7.6,7.6,989E1,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,989E1,0.0
Zima Blue,1,12.2,12.2,5E4DF,0.0
Patatas fritas Grandes,2,4.5,9.0,3D27D,0.0
Sweet Home Alicante,2,12.3,24.6,3D27D,0.0
Hamburguesa Beety Miranda,2,12.7,25.4,B2LCK716,0.0
Alitas Kentucky (5 und),1,8.9,8.9,B2LCK716,0.0
Tarta Marquesa de Nutella,1,5.9,5.9,D9BBA,0.0
Kahuna Burger,1,8.1,8.1,D9BBA,0.0
Sweet Home Sanvi,1,12.3,12.3,D9BBA,0.0
Tequeños,2,6.4,12.8,D9BBA,0.0
Kahuna Burger,1,8.1,8.1,B1C2F,0.0
Zima Blue,1,11.7,11.7,B1C2F,0.0
Charles Wells,1,8.3,8.3,B1C2F,0.0
El Pelirojo Jimmy,1,10.7,10.7,B1C2F,0.0
Perla Negra,1,14.3,14.3,AN1ZALGC,0.0
La Muergana,1,14.5,14.5,AN1ZALGC,0.0
Boniato frito pequeño,1,3.5,3.5,744067996,0.0
El Pelirojo Jimmy,1,10.7,10.7,744067996,0.0
Zima Blue,1,11.7,11.7,744067996,0.0
Charles Wells,4,8.3,33.2,00C1B,0.0
Patatas fritas Grandes,2,4.5,9.0,00C1B,0.0
El Pelirojo Jimmy,1,10.7,10.7,00C1B,0.0
Slim Combo (Para 1),1,11.9,11.9,744073110,0.0
Roooaaarrr,1,12.9,12.9,744073520,0.0
Ned Kelly,1,10.9,10.9,744073520,0.0
Patatas fritas S,1,2.5,2.5,744073520,0.0
Agua,1,1.0,1.0,744073520,0.0
Monchi Meal (Para 2),1,23.8,23.8,2EAD7,0.0
Patatas fritas Pequeñas,1,2.5,2.5,134863771,0.0
El Pelirojo Jimmy,1,11.2,11.2,134863771,0.0
Tequeños,1,6.4,6.4,134863771,0.0
Patatas fritas Grandes,1,3.5,3.5,2F2C1,0.0
Kahuna Burger,1,7.7,7.7,2F2C1,0.0
Patatas fritas Grandes,1,3.5,3.5,D99C1,0.0
Kahuna Burger,1,7.7,7.7,D99C1,0.0
Oklahoma Umbrella,1,7.5,7.5,D99C1,0.0
Ned Kelly,1,10.9,10.9,744073586,0.0
Tequeños,1,6.4,6.4,744073586,0.0
Zima Blue,1,11.7,11.7,744073586,0.0
Sweet Home Alicante,2,11.7,23.4,F3528,0.0
Patatas fritas Grandes,1,3.5,3.5,F3528,0.0
Coca-Cola Sabor Original lata 330ml.,2,1.9,3.8,F3528,0.0
Charles Wells,1,8.3,8.3,16434,0.0
Patatas fritas Grandes,1,4.5,4.5,16434,0.0
El Pelirojo Jimmy,1,10.7,10.7,16434,0.0
Slim Combo (Para 1),1,11.9,11.9,M3LFDLVP,0.0
Patatas fritas L,1,4.5,4.5,744079122,0.0
Kahuna Burger,2,8.1,8.1,744079122,0.0
El Honesto Mike,1,12.3,12.3,12B3B,0.0
Sweet Home Alicante,2,12.3,24.6,12B3B,0.0
Ned Kelly,1,10.9,10.9,12B3B,0.0
Boniato frito pequeño,1,3.5,3.5,12B3B,0.0
Patatas fritas Grandes,3,4.5,13.5,12B3B,0.0
Tequenutella PL,3,3.9,11.7,AZ6FPGQC,0.0
Arepa Reina Pepiada,2,7.7,15.4,AZ6FPGQC,0.0
Arepa Pelúa,1,8.5,8.5,AZ6FPGQC,0.0
La Catira,1,8.0,8.0,AZ6FPGQC,0.0
Kahuna Burger,1,8.1,8.1,744075525,0.0
Charles Wells,1,8.3,8.3,744075525,0.0
Patatas fritas Grandes,1,4.5,4.5,0173A,0.0
Ned Kelly,1,10.9,10.9,0173A,0.0
Oklahoma Umbrella,1,7.5,7.5,711AC,0.0
Zima Blue,1,11.7,11.7,711AC,0.0
Chicken Tenders,1,7.6,7.6,711AC,0.0
Sweet Home Sanvi,1,12.3,12.3,711AC,0.0
Sweet Home Alicante,2,12.3,24.6,744071609,0.0
Alitas,1,7.2,7.2,744071609,0.0
Patatas fritas L,1,4.5,4.5,744071609,0.0
Boniato frito pequeño,1,3.5,3.5,0C52E,0.0
Patatas fritas Pequeñas,1,2.5,2.5,0C52E,0.0
Sweet Home Sanvi,2,12.3,24.6,0C52E,0.0
Alitas,1,7.2,7.2,0C52E,0.0
Monchi Meal (Para 2),1,23.8,23.8,62B09,0.0
Slim Combo (Para 1),1,11.9,11.9,744085890,0.0
Sweet Home Sanvi,2,12.3,24.6,6886C,0.0
Patatas fritas Grandes,1,4.5,4.5,6886C,0.0
Tequeños,1,6.4,6.4,744086794,0.0
Sweet Home Madrid,1,12.3,12.3,744086794,0.0
Charles Wells,1,8.3,8.3,744086794,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,3EF7D,0.0
Patatas fritas Grandes,1,3.5,3.5,3EF7D,0.0
Sweet Home Alicante,1,11.7,11.7,3EF7D,0.0
El Pelirojo Jimmy,1,9.7,9.7,3EF7D,0.0
Salsa Mayo Trufa,1,1.5,1.5,3EF7D,0.0
Sprite lata 330ml.,1,1.9,1.9,3EF7D,0.0
Sweet Home Alicante,2,12.3,12.3,744083196,0.0
Patatas fritas L,1,4.5,4.5,744083196,0.0
Patatas fritas Grandes,1,4.5,4.5,9352A,0.0
Sweet Home Alicante,1,12.3,12.3,9352A,0.0
El Pelirojo Jimmy,1,10.7,10.7,9352A,0.0
Slim Combo (para 1),1,11.9,11.9,605F6,0.0
Patatas fritas Grandes,1,4.5,4.5,605F6,0.0
Tequeños,1,6.4,6.4,605F6,0.0
Charles Wells,1,8.3,8.3,A44B8,0.0
Patatas fritas Pequeñas,1,2.5,2.5,A44B8,0.0
El Pelirojo Jimmy,1,11.2,11.2,18BFA,0.0
Tequeños,1,6.4,6.4,18BFA,0.0
Patatas fritas Grandes,1,4.5,4.5,18BFA,0.0
Kahuna Burger,1,8.5,8.5,18BFA,0.0
Kahuna Burger,3,8.1,24.3,8EE8E,0.0
Patatas fritas Grandes,1,4.5,4.5,8EE8E,0.0
Kahuna Burger,1,8.1,8.1,744094677,0.0
El Pelirojo Jimmy,1,10.7,10.7,744094677,0.0
Patatas fritas S,1,2.5,2.5,744094677,0.0
Agua,2,1.0,2.0,744094677,0.0
Patatas Fritas,3,2.5,7.5,D0459,0.0
Burger Cheesebacon,1,10.9,10.9,D0459,0.0
Burger La Caprichosa,1,10.9,10.9,D0459,0.0
Oklahoma Umbrella,2,7.5,15.0,67EAA,0.0
Slim Combo (Para 1),1,11.9,11.9,F4806,0.0
Burger La Caprichosa,1,10.9,10.9,AK1LT47U,0.0
Burger Perla Negra,1,12.5,12.5,AK1LT47U,0.0
Alitas De Pollo Fritas (7 Uds.),1,7.2,7.2,AK1LT47U,0.0
Tequeños (4 Uds.),1,5.9,5.9,AK1LT47U,0.0
Kahuna Burger,1,8.1,8.1,744289971,0.0
Patatas fritas S,1,2.5,2.5,744289971,0.0
Patatas fritas Pequeñas,1,2.5,2.5,MDUJDCSM,0.0
Sweet Home Madrid,1,12.7,12.7,MDUJDCSM,0.0
Slim Combo (Para 1),1,11.9,11.9,744291066,0.0
Sweet Home Alicante,1,11.7,11.7,71942,0.0
Cheesebacon,1,12.5,12.5,AUGRDL8Y,0.0
Patatas fritas Grandes,2,4.5,9.0,94137,0.0
Salsa X,1,1.5,1.5,94137,0.0
Oklahoma Umbrella,2,7.5,15.0,94137,0.0
Salsa Spicy,1,1.5,1.5,94137,0.0
Sweet Home Madrid,1,12.7,12.7,134876904,0.0
El Pelirojo Jimmy,1,11.2,11.2,134876904,0.0
Charles Wells,1,8.7,8.7,134876904,0.0
Patatas fritas Grandes,1,4.5,4.5,134876904,0.0
Kahuna Burger,1,7.7,7.7,0209C,0.0
Salsa Mayo Trufa,1,1.5,1.5,0209C,0.0
Patatas fritas Grandes,1,3.5,3.5,0209C,0.0
Charles Wells,1,7.7,7.7,0209C,0.0
Patatas fritas Pequeñas,1,2.0,2.0,40CB7,0.0
Ned Kelly,1,10.1,10.1,40CB7,0.0
Arepa Cabramelizada,1,5.9,5.9,ED417,0.0
Patatas (Grande),2,3.5,7.0,ED417,0.0
Arepa Salsera,1,5.9,5.9,ED417,0.0
Patatas fritas Pequeñas,1,2.0,2.0,FAB15,0.0
Sweet Home Alicante,1,11.7,11.7,FAB15,0.0
Salsa Sweet-Umbrella,1,1.5,1.5,FAB15,0.0
El Zar,1,14.9,14.9,A1HE2GP3,0.0
Mango Vice,1,14.5,14.5,A1HE2GP3,0.0
Cheesebacon,1,12.5,12.5,AZ5VLBW9,0.0
Kahuna Burger,2,8.1,16.2,744297417,0.0
El Pelirojo Jimmy,1,10.7,10.7,744297417,0.0
Zima Blue,1,11.7,11.7,744297417,0.0
Cheescake de Oreo,1,5.9,5.9,506D2,0.0
Combo Para Ti,1,15.3,15.3,506D2,0.0
Chicken Tenders (7 Uds.),1,7.2,7.2,506D2,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,DAEDF,0.0
Burger Perla Negra,1,12.5,12.5,30A5E,0.0
Tequeños (4 Uds.),1,5.9,5.9,30A5E,0.0
Burger La Caprichosa,1,10.9,10.9,30A5E,0.0
Patatas Fritas,1,2.5,2.5,30A5E,0.0
Charles Wells,1,7.7,7.7,080C6,0.0
Coca-Cola Zero Azúcar lata 330ml.,3,1.9,5.7,080C6,0.0
Patatas fritas Grandes,1,3.5,3.5,080C6,0.0
Sweet Home Alicante,1,11.7,11.7,080C6,0.0
Salsa X,1,1.5,1.5,0E43C,0.0
Patatas fritas Grandes,1,4.5,4.5,0E43C,0.0
Tequeños,1,6.4,6.4,0E43C,0.0
Ned Kelly,2,10.9,21.8,0E43C,0.0
Sweet Home Sanvi,1,12.3,12.3,5B801,0.0
El Pelirojo Jimmy,1,9.7,9.7,13342,0.0
Sweet Home Alicante,1,11.7,11.7,13342,0.0
Tequeños,1,5.9,5.9,13342,0.0
Patatas fritas Grandes,1,3.5,3.5,13342,0.0
Combo Duo (Para 2),1,26.8,26.8,164D8,0.0
Kahuna Burger,1,8.1,8.1,B606F,0.0
Alitas,1,7.2,7.2,B606F,0.0
Sweet Home Benidorm,1,12.3,12.3,B606F,0.0
Patatas fritas Pequeñas,1,2.5,2.5,B606F,0.0
Sweet Home Alicante,1,11.7,11.7,186B1,0.0
Roooaaarrr,1,12.9,12.9,186B1,0.0
Patatas fritas Grandes,2,3.5,7.0,186B1,0.0
Ned Kelly,1,10.1,10.1,186B1,0.0
Monchi Meal (Para 2),1,23.8,23.8,3D911,0.0
Sweet Home Benidorm,1,12.3,12.3,CFFF2,0.0
Slim Combo (Para 1),1,11.9,11.9,MCDLMNGH,0.0
Nestea Té Negro Limón lata 330ml.,1,1.9,1.9,MCDLMNGH,0.0
Teque Nutella,1,3.2,3.2,5DA7F,0.0
Hamburguesa La Muergana,1,14.5,14.5,5DA7F,0.0
Cheesebacon,1,12.5,12.5,AE9G7F1S,0.0
Mango Vice,1,14.5,14.5,AE9G7F1S,0.0
Boniato frito pequeño,1,3.5,3.5,746C7,0.0
El Pelirojo Jimmy,1,11.2,11.2,746C7,0.0
Salsa Spicy,1,1.5,1.5,746C7,0.0
Zima Blue,1,12.2,12.2,746C7,0.0
Ned Kelly,1,11.4,11.4,134882941,0.0
Boniato frito pequeño,1,3.5,3.5,134882941,0.0
Patatas fritas Grandes,1,4.5,4.5,134883129,0.0
Kahuna Burger,2,8.5,17.0,134883129,0.0
El Pelirojo Jimmy,3,11.2,33.6,MNBBKYEP,0.0
Patatas fritas Grandes,2,4.5,9.0,MNBBKYEP,0.0
Monchi Meal (Para 2),1,23.8,23.8,134884086,0.0
Sweet Home Madrid,2,12.7,25.4,M7LYBWK5,0.0
Slim Combo (Para 1),1,11.9,11.9,950D2,0.0
Tequeños,1,6.4,6.4,744414905,0.0
Charles Wells,1,8.3,8.3,744414905,0.0
Kahuna Burger,1,8.1,8.1,744414905,0.0
Patatas fritas S,1,2.5,2.5,744414905,0.0
Salsa X,1,1.5,1.5,2C325,0.0
Patatas fritas Pequeñas,1,2.5,2.5,2C325,0.0
Kahuna Burger,1,8.5,8.5,2C325,0.0
Patatas fritas Grandes,1,4.5,4.5,B9919,0.0
Sweet Home Madrid,1,12.7,12.7,B9919,0.0
Tequeños,1,6.4,6.4,B9919,0.0
Cheesecake de Oreo,1,5.9,5.9,B9919,0.0
El Honesto Mike,1,12.7,12.7,B9919,0.0
Monchi Meal (Para 2),1,23.8,23.8,AF429,0.0
Sweet Home Alicante,1,11.7,11.7,35DFD,0.0
Kahuna Burger,1,7.7,7.7,35DFD,0.0
Alitas,1,7.2,7.2,35DFD,0.0
Patatas fritas Pequeñas,1,2.0,2.0,35DFD,0.0
Patatas Fritas,1,2.9,2.9,F5A7F,0.0
Boniato Frito,1,3.9,3.9,F5A7F,0.0
Tequeños (4 Uds.),1,6.5,6.5,F5A7F,0.0
Burger La Uno Basic,1,13.9,13.9,F5A7F,0.0
Patatas fritas Grandes,1,4.5,4.5,F9999,0.0
Sweet Home Sanvi,1,12.3,12.3,F9999,0.0
Slim Combo (Para 1),1,11.9,11.9,MLYUTH1G,0.0
Boniato frito pequeño,1,3.5,3.5,84C4D,0.0
Alitas,1,7.2,7.2,84C4D,0.0
Sweet Home Alicante,1,12.3,12.3,84C4D,0.0
Tequeños,1,6.4,6.4,84C4D,0.0
Cerveza San Miguel (330 Ml.),3,1.9,5.7,5F3E9,0.0
Patatas fritas Pequeñas,1,2.0,2.0,5F3E9,0.0
Sweet Home Alicante,1,11.7,11.7,5F3E9,0.0
Chicken Tenders,1,7.6,7.6,5F3E9,0.0
Zima Blue,1,11.7,11.7,744440169,0.0
Oklahoma Umbrella,1,7.5,7.5,744440169,0.0
El honesto Mike,1,12.3,12.3,744440169,0.0
Sweet Home Alicante,2,12.3,24.6,744440169,0.0
Kahuna Burger,1,8.1,8.1,744440169,0.0
Patatas fritas Pequeñas,1,2.0,2.0,0EA10,0.0
Tequeños,1,5.9,5.9,0EA10,0.0
Sweet Home Alicante,1,11.7,11.7,0EA10,0.0
Ned Kelly,1,10.1,10.1,0EA10,0.0
El Honesto Mike,1,12.3,12.3,F17E9,0.0
Patatas fritas Pequeñas,1,2.5,2.5,F17E9,0.0
Sweet Home Alicante,1,12.3,12.3,F17E9,0.0
Boniato frito pequeño,1,3.5,3.5,F17E9,0.0
Ned Kelly,2,10.9,21.8,7520B,0.0
Patatas fritas Grandes,1,4.5,4.5,7520B,0.0
Cheesebacon,2,12.5,25.0,AVEFTGXE,0.0
El Honesto Mike,1,12.3,12.3,D7FF9,0.0
Zima Blue,1,11.7,11.7,D7FF9,0.0
Patatas fritas Grandes,2,4.5,9.0,D7FF9,0.0
Patatas fritas Pequeñas,1,2.5,2.5,M1FNZ1J5,0.0
Chicken Tenders,1,7.6,7.6,M1FNZ1J5,0.0
Kahuna Burger,2,8.5,17.0,M1FNZ1J5,0.0
Dulces sueños,1,5.9,5.9,M1FNZ1J5,0.0
Slim Combo (para 1),1,11.9,11.9,61CD0,0.0
Kahuna Burger,2,8.1,16.2,F42A8,0.0
Patatas fritas Grandes,1,4.5,4.5,F42A8,0.0
Ned Kelly,3,10.9,32.7,E6CDD,0.0
Patatas fritas Grandes,2,4.5,9.0,E6CDD,0.0
Patatas fritas Grandes,1,3.5,3.5,832DF,0.0
Sweet Home Alicante,2,11.7,23.4,832DF,0.0
Patatas fritas Pequeñas,1,2.0,2.0,832DF,0.0
Patatas Fritas,2,2.5,5.0,4AD8C,0.0
Burger Perla Negra,1,12.5,12.5,4AD8C,0.0
Burger La Uno Basic,1,12.6,12.6,4AD8C,0.0
Patatas fritas L,1,4.5,4.5,744401395,0.0
Coca-cola,1,1.9,1.9,744401395,0.0
Kahuna Burger,1,8.1,8.1,744401395,0.0
Roooaaarrr,1,12.9,12.9,744401395,0.0
Patatas fritas Grandes,1,4.5,4.5,B95FA,0.0
Sweet Home Sanvi,1,12.3,12.3,B95FA,0.0
Kahuna Burger,1,8.1,8.1,B95FA,0.0
Chicken Tenders,1,7.6,7.6,744449194,0.0
Patatas fritas S,1,2.5,2.5,744449194,0.0
Zima Blue,2,12.2,24.4,134895389,0.0
Roooaaarrr,1,12.9,12.9,134895389,0.0
Charles Wells,1,8.7,8.7,134895389,0.0
Chicken Tenders,2,7.6,15.2,134895389,0.0
Kahuna Burger,3,8.5,25.5,134895389,0.0
Tequeños,2,6.4,12.8,134895389,0.0
Patatas fritas Grandes,3,4.5,13.5,134895389,0.0
Sweet Home Sanvi,1,12.3,12.3,744454071,0.0
Tequeños,1,6.4,6.4,744454071,0.0
Sweet Home Alicante,2,12.3,24.6,16C06,0.0
Boniato frito grande,1,6.9,6.9,16C06,0.0
El Honesto Mike,1,12.3,12.3,16C06,0.0
Patatas fritas Grandes,1,4.5,4.5,16C06,0.0
Hamburguesa La Inglesa,2,12.3,24.6,D9A6A,0.0
Hamburguesa La Vegana,2,14.5,29.0,D9A6A,0.0
Arepa sifrina,1,7.7,7.7,D9A6A,0.0
Cocacola zero bote,1,1.9,1.9,AVG3VVFK,0.0
La Muergana,2,14.5,29.0,AVG3VVFK,0.0
El Honesto Mike,1,12.3,12.3,4C235,0.0
Patatas fritas Grandes,4,4.5,18.0,4C235,0.0
Ned Kelly,1,10.9,10.9,4C235,0.0
Sweet Home Alicante,2,12.3,24.6,4C235,0.0
Sweet Home Sanvi,1,12.3,12.3,3D6A1,0.0
Patatas fritas Grandes,1,4.5,4.5,3D6A1,0.0
El Pelirojo Jimmy,1,10.7,10.7,3D6A1,0.0
Cerveza Mahou 5 Estrellas (330ml),2,1.9,3.8,CB207,0.0
Patatas fritas Grandes,1,3.5,3.5,CB207,0.0
Charles Wells,3,7.7,23.1,CB207,0.0
Nachos anaya,1,11.3,11.3,744451276,0.0
Oklahoma Umbrella,1,7.5,7.5,6D5BF,0.0
Sweet Home Sanvi,1,12.3,12.3,6D5BF,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,6D5BF,0.0
Alitas,1,7.2,7.2,6D5BF,0.0
Salsa X,1,1.5,1.5,MVRZV9MD,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,MVRZV9MD,0.0
Slim Combo (Para 1),1,11.9,11.9,MVRZV9MD,0.0
Arepa la rumbera remix,1,7.7,7.7,61096,0.0
Arepa sifrina,1,7.7,7.7,61096,0.0
Charles Wells,1,8.3,8.3,C7530,0.0
Ned Kelly,1,10.9,10.9,C7530,0.0
Boniato frito grande,1,6.9,6.9,744464879,0.0
Oklahoma Umbrella,2,7.5,15.0,744464879,0.0
Sweet Home Alicante,1,12.3,12.3,744464879,0.0
